Organization Name,Emission Year,Facility Name,Source Name,Activity Type,Fuel Type,Fuel,End Use Sector,Technology,CO2e
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Home-Based,PROPANE,Stationary Combustion - Scope 1,Petroleum Products,Propane,Commercial,Unspecified Technology,1.21303
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Honey Lake Wildlife Area,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",39.00076
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Honey Lake Wildlife Area,Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2008),19.83803
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Honey Lake Wildlife Area,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,252.37126
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Honey Lake Wildlife Area,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane,Commercial,Unspecified Technology,42.85853
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Hopland Resarch Center,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",18.49068
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Hopland Resarch Center,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,0.6178
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Hot Creek Fish Hatchery,DIESEL,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2008),50.42719
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Hot Creek Fish Hatchery,GASOLINE,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",43.03078
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Hot Creek Fish Hatchery,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,137.46048
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Hot Creek Fish Hatchery,PROPANE,Stationary Combustion - Scope 1,Petroleum Products,Propane,Commercial,Unspecified Technology,193.23512
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Huntington Lake Patrol Cabin,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,0.3089
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Imperial Wildlife Area,Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2008),81.25118
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Imperial Wildlife Area,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",94.5606
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Imperial Wildlife Area,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,40.46589
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Iron Gate Fish Hatchery,GASOLINE,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",31.20412
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Iron Gate Fish Hatchery,DIESEL,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2008),7.67792
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Iron Gate Fish Hatchery,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,116.76418
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Iron Gate Fish Hatchery,PROPANE,Stationary Combustion - Scope 1,Petroleum Products,Propane,Commercial,Unspecified Technology,0.7267
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Kern River Planting Base,LIQUIFIED PETROLEUM GAS,Mobile Combustion - Scope 1,Alternative Fuels,Liquefied Petroleum Gas (LPG),Light Duty Vehicles,Unspecified Technology,0.62532
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Kern River Planting Base,Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2008),0.14294
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Kern River Planting Base,GASOLINE,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Cars (Model Year 2001),10.23748
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Kern River Planting Base,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,19.7696
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,La Jolla Field Office,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1.2356
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Lake Earl Wildlife Area,Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2008),0.5105
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Lake Earl Wildlife Area,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",7.1996
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Lake Earl Wildlife Area,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,15.7539
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Law Enforcement - Total,GASOLINE,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",82.30372
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Law Enforcement - Total,DIESEL,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2008),28.63905
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services,Aviation Fuel,Mobile Combustion - Scope 1,Aircraft Fuel,Aviation Gasoline,Aircraft,Unspecified Technology,169.7733
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services,GASOLINE,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",2.195
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1.5445
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,1.80798
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services Hangar,GASOLINE,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",13.05586
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services Hangar,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,9.8848
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services Hangar,NATURAL GAS,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,11.22433
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services Hangar 2,AVIATION FUEL,Mobile Combustion - Scope 1,Aircraft Fuel,Aviation Gasoline,Aircraft,Unspecified Technology,10.67004
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services Hangar 2,GASOLINE,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",6.92742
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services Hangar 2,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,14.5183
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services Hangar 3,GASOLINE,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",1.46626
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services Hangar 3,AVIATION FUEL,Mobile Combustion - Scope 1,Aircraft Fuel,Aviation Gasoline,Aircraft,Unspecified Technology,20.37612
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services Hangar 3,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,6.178
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services Hangar 4,AVIATION FUEL,Mobile Combustion - Scope 1,Aircraft Fuel,Aviation Gasoline,Aircraft,Unspecified Technology,24.85521
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services Hangar 4,GASOLINE,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",2.03696
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Air Services Hangar 4,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,16.3717
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Communications Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,7.4136
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,LED Warehouse,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,9.8848
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,License & Revenue Branch,GASOLINE,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",4.7412
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Los Alamitos License Office,DIESEL,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2008),0.43903
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Los Alamitos License Office,GASOLINE,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",150.11166
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Los Alamitos License Office,ELECTRICITY,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,185.33997
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Los Banos Wildlife Area,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",93.6387
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Los Banos Wildlife Area,Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2008),130.01414
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Los Banos Wildlife Area,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,148.88977
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Los Banos Wildlife Area,Propane,Stationary Combustion - Scope 1,Petroleum Products,Propane,Commercial,Unspecified Technology,41.79084
California Department of General Services,2010,Lease#2850019,,SEM: Purchased Electricity - Scope 2,N\A,N\A,N\A,N\A,0.7874734
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Mad River Fish Hatchery,Gasoline,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",14.80308
California Department of Fish and Wildlife (formerly California Dept of Fish and Game prior to 2013),2010,Mad River Fish Hatchery,Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Medium and Heavy-Duty Trucks and Busses,Medium and Heavy-Duty Vehicles (Model Years 1960-2008),7.13679
